"Date","Time","Millisecond","Livello pozzo 1","Livello pozzo 2","Livello pozzo 3","Livello pozzo 4","Livello pozzo 5","Livello pozzo 6","Livello pozzo 7","Livello pozzo 8","Livello pozzo 9","Livello pozzo 10"
"2015/11/26","00:00:00","820","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:01","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:02","860","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:03","860","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:04","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:05","860","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:06","860","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:07","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:08","830","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:09","830","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:10","830","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:11","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:12","830","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:13","810","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:14","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:15","840","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:16","850","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:17","850","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:18","850","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:19","850","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:20","830","95","86","86","82","77","73","73","77","77","89"
"2015/11/26","00:00:21","810","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:22","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:23","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:24","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:25","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:26","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:27","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:28","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:29","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:30","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:31","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:32","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:33","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:34","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:35","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:36","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:37","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:38","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:39","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:40","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:41","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:42","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:43","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:44","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:45","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:46","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:47","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:48","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:49","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:50","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:51","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:52","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:53","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:54","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:55","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:56","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:57","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:58","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:00:59","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:00","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:01","840","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:02","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:03","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:04","860","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:05","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:06","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:07","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:08","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:09","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:10","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:11","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:12","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:13","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:14","850","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:15","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:16","830","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:17","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:18","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:19","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:20","820","96","87","85","83","76","74","74","76","78","88"
"2015/11/26","00:01:21","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:22","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:23","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:24","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:25","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:26","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:27","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:28","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:29","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:30","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:31","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:32","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:33","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:34","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:35","810","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:36","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:37","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:38","860","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:39","860","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:40","860","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:41","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:42","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:43","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:44","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:45","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:46","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:47","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:48","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:49","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:50","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:51","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:52","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:53","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:54","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:55","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:56","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:57","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:58","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:01:59","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:00","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:01","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:02","830","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:03","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:04","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:05","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:06","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:07","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:08","800","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:09","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:10","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:11","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:12","850","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:13","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:14","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:15","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:16","840","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:17","860","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:18","860","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:19","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:20","820","95","88","84","84","75","75","75","75","79","87"
"2015/11/26","00:02:21","820","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:22","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:23","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:24","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:25","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:26","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:27","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:28","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:29","860","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:30","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:31","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:32","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:33","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:34","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:35","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:36","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:37","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:38","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:39","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:40","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:41","820","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:42","820","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:43","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:44","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:45","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:46","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:47","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:48","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:49","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:50","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:51","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:52","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:53","820","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:54","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:55","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:56","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:57","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:58","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:02:59","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:00","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:01","820","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:02","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:03","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:04","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:05","860","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:06","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:07","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:08","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:09","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:10","840","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:11","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:12","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:13","810","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:14","850","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:15","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:16","810","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:17","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:18","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:19","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:20","830","94","89","83","85","74","76","76","74","80","86"
"2015/11/26","00:03:21","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:22","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:23","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:24","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:25","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:26","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:27","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:28","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:29","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:30","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:31","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:32","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:33","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:34","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:35","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:36","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:37","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:38","860","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:39","860","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:40","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:41","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:42","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:43","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:44","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:45","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:46","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:47","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:48","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:49","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:50","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:51","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:52","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:53","880","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:54","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:55","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:56","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:57","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:58","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:03:59","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:00","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:01","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:02","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:03","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:04","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:05","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:06","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:07","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:08","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:09","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:10","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:11","830","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:12","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:13","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:14","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:15","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:16","850","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:17","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:18","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:19","820","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:20","840","93","90","82","86","73","75","77","73","81","85"
"2015/11/26","00:04:21","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:22","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:23","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:24","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:25","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:26","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:27","860","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:28","860","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:29","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:30","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:31","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:32","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:33","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:34","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:35","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:36","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:37","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:38","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:39","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:40","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:41","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:42","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:43","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:44","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:45","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:46","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:47","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:48","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:49","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:50","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:51","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:52","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:53","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:54","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:55","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:56","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:57","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:58","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:04:59","800","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:00","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:01","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:02","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:03","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:04","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:05","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:06","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:07","850","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:08","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:09","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:10","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:11","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:12","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:13","820","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:14","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:15","860","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:16","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:17","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:18","860","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:19","840","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:20","830","92","91","81","87","72","74","78","72","82","84"
"2015/11/26","00:05:21","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:22","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:23","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:24","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:25","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:26","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:27","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:28","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:29","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:30","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:31","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:32","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:33","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:34","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:35","810","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:36","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:37","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:38","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:39","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:40","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:41","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:42","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:43","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:44","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:45","820","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:46","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:47","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:48","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:49","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:50","850","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:51","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:52","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:53","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:54","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:55","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:56","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:57","820","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:58","820","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:05:59","820","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:00","820","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:01","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:02","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:03","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:04","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:05","860","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:06","860","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:07","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:08","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:09","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:10","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:11","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:12","840","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:13","830","91","92","80","88","71","73","79","71","83","83"
"2015/11/26","00:06:14","850","91","92","80","88","71","73","79","71","83","83"
